NAME	DCHR	DPROMSTART	DPROMEND	DSTRAND	HCHR	HPROMSTART	HPROMEND	HSTRAND
TANK	chr36	7022818	7023842	1	chr2	161135884	161136908	1
ITGA6	chr36	17089222	17090246	1	chr2	172426330	172427354	1
PDK1	chr36	17228710	17229734	1	chr2	172554349	172555373	1
CHN1	chr36	19313290	19314314	-1	chr2	175005381	175006405	-1
ATF2	chr36	19440684	19441708	-1	chr2	175168382	175169406	-1
HOXD11	chr36	20238254	20239278	1	chr2	176103192	176104216	1
NFE2L2	chr36	21418596	21419620	-1	chr2	177392697	177393721	-1
ITGA4	chr36	25003874	25004898	1	chr2	181456178	181457202	1
ITGAV	chr36	29187349	29188373	1	chr2	186589032	186590056	1
COL3A1	chr36	30883289	30884313	1	chr2	188973349	188974373	1
PMS1	chr37	402003	403027	1	chr2	189783061	189784085	1
STAT1	chr37	1447502	1448526	-1	chr2	191020960	191021984	-1
STAT4	chr37	1578875	1579899	-1	chr2	191151596	191152620	-1
SF3B1	chr37	6841942	6842966	-1	chr2	197435079	197436103	-1
CASP8	chr37	10247750	10248774	1	chr2	201232419	201233443	1
CD28	chr37	12360882	12361906	1	chr2	203705451	203706475	1
CTLA4	chr37	12504721	12505745	1	chr2	203866747	203867771	1
ICOS	chr37	12570125	12571149	1	chr2	203935739	203936763	1
CREB1	chr37	15784028	15785052	1	chr2	207528713	207529737	1
IDH1	chr37	16393573	16394597	-1	chr2	208266074	208267098	-1
MAP2	chr37	17187541	17188565	1	chr2	209423034	209424058	1
CPS1	chr37	18174840	18175864	1	chr2	210476658	210477682	1
ERBB4	chr37	19999263	20000287	-1	chr2	212538841	212539865	-1
IKZF2	chr37	20528153	20529177	-1	chr2	213152427	213153451	-1
BARD1	chr37	21905616	21906640	-1	chr2	214809683	214810707	-1
FN1	chr37	22402763	22403787	-1	chr2	215436073	215437097	-1
CXCR2	chr37	24713334	24714358	1	chr2	218124265	218125289	1
SLC11A1	chr37	24913521	24914545	1	chr2	218381005	218382029	1
INHA	chr37	25955100	25956124	1	chr2	219568138	219569162	1
PAX3	chr37	28331742	28332766	-1	chr2	222298998	222300022	-1
ACSL3	chr37	28743070	28744094	1	chr2	222859918	222860942	1
BTG2	chr38	667539	668563	1	chr1	203304467	203305491	1
PIK3C2B	chr38	1623716	1624740	-1	chr1	204494805	204495829	-1
MDM4	chr38	1638505	1639529	1	chr1	204515355	204516379	1
ELK4	chr38	2675907	2676931	-1	chr1	205680509	205681533	-1
IKBKE	chr38	3330669	3331693	1	chr1	206469452	206470476	1
CDC73	chr38	6547946	6548970	-1	chr1	193120959	193121983	1
TGFB2	chr38	14127897	14128921	1	chr1	218344312	218345336	1
PBX1	chr38	19402654	19403678	-1	chr1	164554560	164555584	1
NUF2	chr38	20302431	20303455	-1	chr1	163265552	163266576	1
DDR2	chr38	20854433	20855457	-1	chr1	162630349	162631373	1
SDHC	chr38	22029750	22030774	-1	chr1	161313357	161314381	1
FCER1G	chr38	22100221	22101245	-1	chr1	161214210	161215234	1
CD244	chr38	22323110	22324134	1	chr1	160862887	160863911	-1
LY9	chr38	22382513	22383537	-1	chr1	160795050	160796074	1
SLAMF7	chr38	22424225	22425249	-1	chr1	160738033	160739057	1
CD48	chr38	22439216	22440240	1	chr1	160711831	160712855	-1
SLAMF1	chr38	22480867	22481891	1	chr1	160647295	160648319	-1
CD84	chr38	22529847	22530871	1	chr1	160579516	160580540	-1
SLAMF6	chr38	22569220	22570244	1	chr1	160523262	160524286	-1
NCSTN	chr38	22720574	22721598	-1	chr1	160342292	160343316	1
CRP	chr38	23229136	23230160	1	chr1	159714589	159715613	-1
FCER1A	chr38	23561775	23562799	-1	chr1	159288690	159289714	1
CD1C	chr38	24167766	24168790	-1	chr1	158288899	158289923	1
TLR5	chr38	24571675	24572699	1	chr1	223143248	223144272	-1
CRLF2	chrX	715490	716514	-1	chrX	1212723	1213747	-1
IL3RA	chrX	849480	850504	1	chrX	1335592	1336616	1
ASMTL	chrX	894651	895675	-1	chrX	1453762	1454786	-1
TLR7	chrX	9301518	9302542	1	chrX	12866048	12867072	1
EIF1AX	chrX	16132087	16133111	-1	chrX	20141838	20142862	-1
CYBB	chrX	32670799	32671823	1	chrX	37779035	37780059	1
BCOR	chrX	34878770	34879794	-1	chrX	40177329	40178353	-1
DDX3X	chrX	35901922	35902946	1	chrX	41332324	41333348	1
KDM6A	chrX	38945701	38946725	1	chrX	44872164	44873188	1
RBM10	chrX	40948847	40949871	1	chrX	47144197	47145221	1
ARAF	chrX	41381774	41382798	1	chrX	47560181	47561205	1
CFP	chrX	41453913	41454937	-1	chrX	47630305	47631329	-1
WAS	chrX	42086568	42087592	1	chrX	48675572	48676596	1
GATA1	chrX	42195166	42196190	1	chrX	48785538	48786562	1
TFE3	chrX	42397641	42398665	-1	chrX	49043410	49044434	-1
FOXP3	chrX	42558755	42559779	-1	chrX	49270477	49271501	-1
CCNB3	chrX	43169343	43170367	1	chrX	50201689	50202713	1
KDM5C	chrX	45312192	45313216	-1	chrX	53225422	53226446	-1
SMC1A	chrX	45485351	45486375	-1	chrX	53422728	53423752	-1
MSN	chrX	50899811	50900835	1	chrX	65587353	65588377	1
AR	chrX	52162159	52163183	1	chrX	67542997	67544021	1
FOXO4	chrX	55664426	55665450	1	chrX	71094827	71095851	1
IL2RG	chrX	55680404	55681428	-1	chrX	71112108	71113132	-1
MED12	chrX	55682312	55683336	1	chrX	71117532	71118556	1
ZMYM3	chrX	55799421	55800445	-1	chrX	71255146	71256170	-1
CXCR3	chrX	56080579	56081603	-1	chrX	71618511	71619535	-1
ATRX	chrX	60249816	60250840	-1	chrX	77786233	77787257	-1
BTK	chrX	75710045	75711069	-1	chrX	101390796	101391820	-1
IRS4	chrX	82904529	82905553	-1	chrX	108736563	108737587	-1
PAK3	chrX	84723745	84724769	1	chrX	110943261	110944285	1
IL13RA2	chrX	88443524	88444548	-1	chrX	115019977	115021001	-1
IL13RA1	chrX	91604761	91605785	1	chrX	118726109	118727133	1
SEPTIN6	chrX	92394128	92395152	-1	chrX	119693370	119694394	-1
LAMP2	chrX	93177755	93178779	-1	chrX	120469365	120470389	-1
XIAP	chrX	96092789	96093813	1	chrX	123858700	123859724	1
STAG2	chrX	96157197	96158221	1	chrX	123959188	123960212	1
SH2D1A	chrX	96500708	96501732	1	chrX	124226844	124227868	1
SMARCA1	chrX	101638177	101639201	-1	chrX	129523500	129524524	-1
BCORL1	chrX	102048164	102049188	1	chrX	129980083	129981107	1
ELF4	chrX	102166051	102167075	-1	chrX	130110716	130111740	-1
GPC3	chrX	105675118	105676142	-1	chrX	133985594	133986618	-1
PHF6	chrX	105973470	105974494	1	chrX	134372288	134373312	1
CD40LG	chrX	107963408	107964432	1	chrX	136647134	136648158	1
ATP2B3	chrX	122531540	122532564	1	chrX	153516618	153517642	1
CCNQ	chrX	122608695	122609719	-1	chrX	153600045	153601069	-1
DUSP9	chrX	122651588	122652612	1	chrX	153641468	153642492	1
IRAK1	chrX	123049823	123050847	-1	chrX	154019902	154020926	-1
ATP6AP1	chrX	123319821	123320845	1	chrX	154427609	154428633	1
IKBKG	chrX	123418327	123419351	1	chrX	154540175	154541199	1
MTCP1	chrX	124199294	124200318	-1	chrX	155147937	155148961	-1
